base_space_name,base_page_title,match_space_name,match_page_title
Product Development-Predictive CDS Implementations ,BW Adapter Upgrade Round #5,Product Development-Predictive CDS Implementations ,BW Adapter Upgrade Round #4
Product Development-Predictive CDS Implementations ,Stratify AHF V1.0.7,Product Development-Predictive CDS Implementations ,Stratify AHF V1.0.9-patch-troponin
Product Development-Predictive CDS Implementations ,Stratify AHF V1.0.6,Product Development-Predictive CDS Implementations ,Stratify AHF V1.0.9-patch-troponin
Product Development-Predictive CDS Implementations ,Stratify AHF V1.0.8,Product Development-Predictive CDS Implementations ,Stratify AHF V1.0.9-patch-troponin
Product Development-Predictive CDS Implementations ,Stratify AHF V1.0.9,Product Development-Predictive CDS Implementations ,Stratify AHF V1.0.9-patch-troponin
Product Development-Predictive CDS Implementations ,Stratify-Reporting-Tableau Comparison,Product Development-Predictive CDS Implementations ,Stratify-Reporting-Provider Usage
Product Development-Predictive CDS Implementations ,Stratify-Reporting,Product Development-Predictive CDS Implementations ,Stratify-Reporting-Provider Usage
Product Development-Predictive CDS Implementations ,Eggplant Automation Testing,VUMC ADI Quality,Eggplant Automation Tool
Product Development-Predictive CDS Implementations ,CQL Platform Version 1.1.2,Product Development-Predictive CDS Implementations ,CQL Platform Version 1.1.3
Product Development-Predictive CDS Implementations ,Test Requirements,RipleyTestSpace,Test Requirements Page
Product Development-Predictive CDS Implementations ,Model (Epic) Risk of Unplanned Readmission,Product Development-Predictive CDS Implementations ,Model (Epic) Risk of No Shows
Product Development-Predictive CDS Implementations ,Model (Epic) Risk of Fall,Product Development-Predictive CDS Implementations ,Model (Epic) Risk of No Shows
Project Commodore,Start and Stop Protocol Requests,VUMC ADI - Projects,Start and Stop PingFederate
Provider API,08/26/2020 ProviderAPI Deployment Plan,Provider API,08/26/2020 ProviderAPI Release Notes
Provider API,09/09/2020 ProviderAPI Deployment Plan,Provider API,09/09/2020 ProviderAPI Release Notes
Provider API,10/07/2020 ProviderAPI Deployment Plan,Provider API,10/07/2020 ProviderAPI Release Notes
Provider API,10/21/2020 ProviderAPI Deployment Plan,Provider API,10/21/2020 ProviderAPI Release Notes
Provider API,12/16/2020 Provider API Deployment Plan,Provider API,12/16/2020 Provider API Release Notes
Provider API,12/02/2020 ProviderAPI Deployment Plan,Provider API,12/02/2020 ProviderAPI Release Notes
Provider API,2021-02-10 Release,Provider API,2021-02-10 Release Notes
Provider API,2021-02-10 Release Deployment Plan,Provider API,2021-02-10 Release Notes
Provider API,2021-03-24 Release,Provider API,2021-03-24 Release Notes
Provider API,2021-03-24 Release Deployment Plan,Provider API,2021-03-24 Release Notes
Provider API,2021-05-19 Release,Provider API,2021-05-19 Release Notes
Provider API,2021-05-19 Release Deployment Plan,Provider API,2021-05-19 Release Notes
Provider API,2021-06-16 Release,Provider API,2021-06-16 Release Notes
Provider API,2021-06-16 Release Deployment Plan,Provider API,2021-06-16 Release Notes
Provider API,2021-07-14 Release,Provider API,2021-07-14 Release Notes
Provider API,2021-07-14 Release Deployment Plan,Provider API,2021-07-14 Release Notes
Provider System,ProviderSystem_v3.29.0,Provider System,ProviderSystem_v3.32.1.1
Provider System,ProviderSystem_v3.30.0,Provider System,ProviderSystem_v3.32.1.1
Provider System,ProviderSystem_v3.30.1,Provider System,ProviderSystem_v3.32.1.1
Provider System,ProviderSystem_v3.30.2,Provider System,ProviderSystem_v3.32.1.1
Provider System,ProviderSystem_v3.31.0.1,Provider System,ProviderSystem_v3.32.1.1
Provider System,ProviderSystem_v3.31.1,Provider System,ProviderSystem_v3.32.1.1
Provider System,Provider System_v3.33.0.1_Database,Provider System,Provider System_v3.33.4.462
Provider System,Provider System_v3.33.0.2_Database,Provider System,Provider System_v3.33.4.462
Provider System,Provider System_v3.33.0.462,Provider System,Provider System_v3.33.4.462
Provider Time Away (PTA),Request Workflow (Obsolete),Provider Time Away (PTA),Request Workflow Spreadsheet
Provider Time Away (PTA),PTA Release 2.3.1,Provider Time Away (PTA),PTA Release 2.3.3
Provider Time Away (PTA),PTA Release 2.3.2,Provider Time Away (PTA),PTA Release 2.3.3
Provider Time Away (PTA),PTA Release Plan 2.3.2,Provider Time Away (PTA),PTA Release Plan 2.3.3
Provider Time Away (PTA),PTA Release 3.0.7,Provider Time Away (PTA),PTA Release 3.0.17
Provider Time Away (PTA),PTA Release 3.0.8,Provider Time Away (PTA),PTA Release 3.0.17
Provider Time Away (PTA),PTA Release 3.0.3,Provider Time Away (PTA),PTA Release 3.0.17
Provider Time Away (PTA),PTA Release 3.0.4,Provider Time Away (PTA),PTA Release 3.0.17
Provider Time Away (PTA),PTA Release 3.0.5,Provider Time Away (PTA),PTA Release 3.0.17
Provider Time Away (PTA),PTA Release 3.0.6,Provider Time Away (PTA),PTA Release 3.0.17
Provider Time Away (PTA),PTA Release 3.0.9,Provider Time Away (PTA),PTA Release 3.0.17
Provider Time Away (PTA),PTA Release 3.0.15,Provider Time Away (PTA),PTA Release 3.0.17
Provider Time Away (PTA),PTA Release 3.0.16,Provider Time Away (PTA),PTA Release 3.0.17
Provider Time Away (PTA),PTA Release 3.1.3,Provider Time Away (PTA),PTA Release 3.1.3.1
Provider Time Away (PTA),PTA Release 4.0.x,Provider Time Away (PTA),PTA Release 4.0.21
Provider Time Away (PTA),PTA Release 4.0.12,Provider Time Away (PTA),PTA Release 4.0.21
Provider Time Away (PTA),PTA Release 4.0.18,Provider Time Away (PTA),PTA Release 4.0.21
Provider Time Away (PTA),PTA Release 4.0.13,Provider Time Away (PTA),PTA Release 4.0.21
Provider Time Away (PTA),PTA Release 4.0.19,Provider Time Away (PTA),PTA Release 4.0.21
Provider Time Away (PTA),PTA Release 4.0.20,Provider Time Away (PTA),PTA Release 4.0.21
Provider Time Away (PTA),Deployment Plan: PTA 4.0.6 (9/12) - C0109754,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.0.11 (9/19) - C0111002,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.0.18 (10/10) - C0112057,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.0.13 (9/26) - C0111271,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.0.19 (10/24) - C0112707,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.0.20 (11/07) - C0113231,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.0.21 (11/14) - C0113896,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.1.5 (12/19) - C0115713,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.2.0 (1/9/19) - C0116564,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.3.0 (1/20/19) - C0118277,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.2.2 (1/30/19) - C0118013,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.4,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.5,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA - Database Only Package 2019.3,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.6,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.7,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.8,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.8 - data clean-up,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.9,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.10.x - Split Dermatology out of Medicine Department,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.11.2,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.15.3 (Java 11),VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.15.5 (Java 11),VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: Time Away 5.7,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.15.6 (Java 11),VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Deployment Plan: PTA 4.15.7 (Java 11),VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks (9/19) - C0110120,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks 6.0.1.0_269_2019-01-10 (C0108117: 1/16/2019),VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks (6/26) - C0130222,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks (7/10) - C0130223,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks (7/31) - C0133077,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks 8_14_19 - C0134484,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks 8_7_19 - C0133863,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks 8_21_19 - C0134830,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks 9_11_19 - C0135765,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks 9_4_19 - C0135630,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks 9_20_19 - C0136781,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks 10_2_19 - C0136779,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks 02_19_2020 - C0140494,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks 10_30_19 - C0139438,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks 11_20_19 - C0140300,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks 1_08_20 - C0142024,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks-Kronos interface - 01_06_2020: C0142338,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks 6_23_2020 - C0155572,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks 04_15_20 - C0150750,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks (6/17/20) - C0155459,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks 08_12_20 - C0159429,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks 02_24_2021 - C0175xxx,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks 03_10_2021 - C0176077,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
VandyWorks,Deployment Plan: VandyWorks 06_01_22 - C0212977,VandyWorks,Deployment Plan: VandyWorks 08_03_22 - C0218035
Provider Time Away (PTA),Testing Scope for eStar Int On-hold (Obsolete-Archived for historical reference),Provider Time Away (PTA),Testing Scope for Unavailable
Provider Time Away (PTA),Sprint: (12/19) Leave Request/Unavailable,Provider Time Away (PTA),Sprint: (12/19) Leave Request/Unavailable 2
